KØN,ALDER1,UDDANNELSE,VARTILBAGE,TID,INDHOLD
Mænd,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2020:2022,377
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,471
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,449
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,529
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,567
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,590
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,522
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,470
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,367
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,201
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,217
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,213
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,215
Mænd,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,268
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2008:2010,513
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2009:2011,640
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2010:2012,676
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2011:2013,682
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2012:2014,672
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2013:2015,589
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2014:2016,540
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2015:2017,419
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2016:2018,258
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2017:2019,264
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2018:2020,298
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2019:2021,283
Mænd,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2020:2022,274
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2008:2010,19
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2009:2011,18
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2010:2012,27
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2011:2013,17
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2012:2014,35
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2013:2015,27
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2014:2016,28
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2015:2017,24
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2016:2018,23
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2017:2019,21
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2018:2020,33
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2019:2021,7
Mænd,15-19 år,Videregående uddannelse,Ingen tilbagefald,2020:2022,11
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2008:2010,0
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2009:2011,1
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2010:2012,3
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2011:2013,1
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2012:2014,1
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2013:2015,9
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2014:2016,5
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2015:2017,4
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2016:2018,2
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2017:2019,3
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2018:2020,3
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2019:2021,3
Mænd,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2020:2022,2
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,1
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,0
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,0
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,1
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,4
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,1
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,2
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,0
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,3
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,3
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,3
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,0
Mænd,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,0
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2008:2010,2
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2009:2011,2
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2010:2012,3
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2011:2013,2
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2012:2014,4
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2013:2015,6
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2014:2016,7
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2015:2017,2
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2016:2018,4
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2017:2019,3
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2018:2020,2
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2019:2021,1
Mænd,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2020:2022,4
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2008:2010,96
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2009:2011,105
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2010:2012,59
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2011:2013,76
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2012:2014,62
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2013:2015,47
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2014:2016,36
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2015:2017,42
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2016:2018,53
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2017:2019,54
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2018:2020,68
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2019:2021,56
Mænd,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2020:2022,39
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2008:2010,124
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2009:2011,107
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2010:2012,65
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2011:2013,63
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2012:2014,38
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2013:2015,28
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2014:2016,27
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2015:2017,23
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2016:2018,33
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2017:2019,27
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2018:2020,27
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2019:2021,21
Mænd,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2020:2022,9
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,44
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,32
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,36
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,21
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,16
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,10
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,11
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,7
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,9
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,6
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,15
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,9
Mænd,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,7
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2008:2010,49
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2009:2011,35
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2010:2012,36
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2011:2013,19
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2012:2014,13
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2013:2015,12
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2014:2016,12
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2015:2017,12
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2016:2018,18
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2017:2019,14
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2018:2020,11
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2019:2021,13
Mænd,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2020:2022,14
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2008:2010,2908
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2009:2011,3102
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2010:2012,2848
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2011:2013,2761
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2012:2014,2662
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2013:2015,2614
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2014:2016,2609
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2015:2017,2530
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2016:2018,2396
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2017:2019,2376
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2018:2020,2599
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2019:2021,2686
Mænd,20-24 år,Grundskole,Ingen tilbagefald,2020:2022,2766
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2008:2010,1921
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2009:2011,1967
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2010:2012,2040
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2011:2013,2233
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2012:2014,2502
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2013:2015,2492
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2014:2016,2227
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2015:2017,1963
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2016:2018,2046
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2017:2019,2042
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2018:2020,2260
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2019:2021,2260
Mænd,20-24 år,Grundskole,I løbet af 6 måneder,2020:2022,2350
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2008:2010,890
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2009:2011,906
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2010:2012,935
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2011:2013,1008
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2012:2014,1035
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2013:2015,955
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2014:2016,856
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2015:2017,790
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2016:2018,846
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2017:2019,870
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2018:2020,951
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2019:2021,988
Mænd,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2020:2022,1021
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2008:2010,887
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2009:2011,1044
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2010:2012,1075
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2011:2013,986
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2012:2014,1010
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2013:2015,881
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2014:2016,897
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2015:2017,845
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2016:2018,879
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2017:2019,875
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2018:2020,966
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2019:2021,1016
Mænd,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2020:2022,923
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2008:2010,1129
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2009:2011,1193
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2010:2012,1082
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2011:2013,1344
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2012:2014,1555
Mænd,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2013:2015,1798
